replicate,day,start_time,end_time,behaviour,focal,partner,partner_avoid...Y.N.,avoid_success,male_abort,Notes,patch_focal,treatment,patch_partner,partner_sex,
5,1,8:46:05 AM,,mount,",0",",8",,,,,A,social,J,NA,male
5,1,9:50:47 AM,,mount,",0",:0,,,,,A,social,I,NA,male
5,1,8:03:27 AM,,mount,",0",:1,,,,,A,social,K,NA,male
5,1,10:16:22 AM,,mount,",4","5,",n,NA,y,,D,social,R,NA,female
5,2,11:18:17 AM,,mount,",4","4,",y,y,NA,refusal stance,D,social,Q,NA,female
5,2,12:29:33 PM,,mount,",5",:0,,,,,E,social,I,NA,male
5,2,8:50:52 AM,,mount,",6",7:00,n,NA,y,,H,isolated,N,NA,female
5,1,1:10:49 PM,1:11:57 PM,insemination,",7","7,",y,n,,,L,isolated,T,NA,female
5,1,8:13:09 AM,,mount,",9","5,",y,y,NA,,F,social,R,NA,female
5,1,1:17:19 PM,,mount,",9","7,",y,y,NA,,F,social,T,NA,female
5,1,1:11:45 PM,,mount,",9","8,",y,y,NA,,F,social,U,NA,female
5,1,9:13:43 AM,,mount,:0,"8,",y,n,y,,I,isolated,U,NA,female
5,1,8:23:23 AM,,mount,:1,"7,",y,y,NA,,K,isolated,T,NA,female
5,1,8:35:05 AM,,mount,",3","6,",n,NA,y,,G,isolated,S,NA,female
5,2,11:22:28 AM,11:23:43 AM,insemination,",4","4,",n,NA,n,"Weird sideways mating, could be considered same event as above, weird position for a while but I think it was a proper insemination by the end",D,social,Q,NA,female
5,1,8:52:46 AM,,mount,",7","8,",y,n,y,,L,isolated,U,NA,female
5,1,1:25:42 PM,,mount,",9","8,",y,y,NA,,F,social,U,NA,female
5,1,1:33:23 PM,,mount,",9","8,",y,y,NA,pressed right side to wall,F,social,U,NA,female
5,2,2:10:53 PM,,mount,",1",",3",,,,,C,social,G,NA,male
5,1,10:19:00 AM,10:19:59 AM,insemination,",3","6,",n,NA,n,,G,isolated,S,NA,female
5,1,11:44:48 AM,,mount,",3","6,",n,NA,y,,G,isolated,S,NA,female
5,1,11:47:39 AM,,mount,",3","6,",n,NA,y,,G,isolated,S,NA,female
5,1,12:03:01 PM,,mount,",3","6,",y,n,y,,G,isolated,S,NA,female
5,1,1:06:18 PM,,mount,",3","6,",n,NA,y,,G,isolated,S,NA,female
5,1,8:35:40 AM,,mount,",3","7,",n,NA,y,,G,isolated,T,NA,female
5,2,10:13:23 AM,,mount,",5",:7,,,,,E,social,B,NA,male
5,2,2:18:39 PM,,mount,",5","6,",y,n,y,,E,social,S,NA,female
5,2,12:45:44 PM,,mount,",7",",8",,,,,L,isolated,J,NA,male
5,2,12:34:42 PM,,mount,",8",7:00,y,n,y,,J,isolated,N,NA,female
5,2,12:31:54 PM,,mount,",9",",7",,,,,F,social,L,NA,male
5,2,12:36:41 PM,,mount,",9",",8",,,,,F,social,J,NA,male
5,1,9:14:52 AM,,mount,:0,"8,",n,NA,y,,I,isolated,U,NA,female
5,2,10:14:40 AM,,mount,:0,",5",,,,,I,isolated,E,NA,male
5,2,2:16:21 PM,,mount,:7,"6,",y,n,y,,B,social,S,NA,female
5,2,2:38:43 PM,,mount,",1",",3",,,,,C,social,G,NA,male
5,2,10:31:06 AM,,mount,",1",",5",,,,,C,social,E,NA,male
5,1,8:40:08 AM,,mount,",3","9,",y,y,NA,,G,isolated,V,NA,female
5,2,9:47:36 AM,,mount,",3",",1",,,,,G,isolated,C,NA,male
5,2,9:07:29 AM,,mount,",6",7:00,n,NA,y,,H,isolated,N,NA,female
5,2,10:19:32 AM,,mount,",6",7:00,n,NA,y,,H,isolated,N,NA,female
5,2,12:40:31 PM,,mount,",7",",9",,,,,L,isolated,F,NA,male
5,2,12:34:56 PM,,mount,",8",7:00,y,n,y,,J,isolated,N,NA,female
5,2,12:37:04 PM,,mount,",9",",8",,,,,F,social,J,NA,male
5,1,8:10:13 AM,8:12:14 AM,insemination,:1,"8,",n,NA,n,,K,isolated,U,NA,female
5,1,8:06:31 AM,,mount,",0",:1,,,,,A,social,K,NA,male
5,1,9:18:45 AM,,mount,",0",:1,,,,,A,social,K,NA,male
5,2,12:55:48 PM,12:56:44 PM,insemination,",0",1:00,y,n,n,,A,social,X,NA,female
5,2,1:38:39 PM,1:39:14 PM,insemination,",0",1:00,n,NA,n,,A,social,X,NA,female
5,2,2:46:08 PM,2:46:35 PM,insemination,",0","8,",n,NA,n,,A,social,U,NA,female
5,2,11:08:37 AM,,mount,",6",7:00,n,NA,y,,H,isolated,N,NA,female
5,2,11:24:52 AM,,mount,",6","8,",n,NA,y,,H,isolated,U,NA,female
5,2,11:21:10 AM,,mount,",6",7:00,y,y,n,,H,isolated,N,NA,female
5,2,1:25:21 PM,,mount,",6",:7,Y,Y,NA,,H,isolated,B,NA,male
5,2,1:25:40 PM,,mount,",6","8,",Y,Y,NA,pressed right side to wall,H,isolated,U,NA,female
5,2,11:13:50 AM,,mount,",6",:1,,,,,H,isolated,K,NA,male
5,2,12:00:00 AM,,mount,",6",:1,,,,,H,isolated,K,NA,male
5,2,1:34:18 PM,1:34:44 PM,insemination,",7","6,",y,n,n,,L,isolated,S,NA,female
5,2,2:30:31 PM,,mount,",8",",9",,,,,J,isolated,F,NA,male
5,2,11:55:17 AM,,mount,",8","6,",n,NA,y,,J,isolated,S,NA,female
5,2,2:12:23 PM,,mount,",9","5,",n,NA,y,,F,social,R,NA,female
5,2,12:26:28 PM,12:27:13 PM,insemination,",9","6,",n,NA,n,,F,social,S,NA,female
5,2,1:17:38 PM,,mount,",9","6,",Y,Y,NA,,F,social,S,NA,female
5,2,12:31:00 PM,,mount,:0,",5",,,,,I,isolated,E,NA,male
5,2,2:13:15 PM,,mount,:0,"6,",y,n,y,,I,isolated,S,NA,female
5,1,8:52:39 AM,,mount,:1,"8,",y,y,NA,,K,isolated,U,NA,female
5,1,9:13:52 AM,9:14:33 AM,insemination,:1,"8,",n,NA,n,,K,isolated,U,NA,female
5,1,9:32:24 AM,,mount,:1,"8,",y,y,NA,,K,isolated,U,NA,female
5,2,2:21:19 PM,2:22:13 PM,insemination,:1,7:00,y,n,n,,K,isolated,N,NA,female
5,2,9:54:01 AM,,mount,",1","3,",,,,,C,social,P,NA,female
5,2,2:41:43 PM,2:42:28 PM,insemination,",1","7,",y,n,n,,C,social,T,NA,female
5,2,10:30:28 AM,,mount,",1","9,",n,NA,y,,C,social,V,NA,female
5,2,9:52:50 AM,,mount,",3","7,",n,NA,y,,G,isolated,T,NA,female
6,1,7:00:36 AM,,mount,",8",",3",,,,,I,isolated,F,male,
6,1,7:00:45 AM,7:02:01 AM,insemination,",7","6,",y,n,n,,A,social,S,female,
6,1,7:01:00 AM,,insemination,:0,"8,",n,NA,n,,L,isolated,U,female,
6,1,7:01:12 AM,,mount,",9",",2",,,,,G,isolated,E,male,
6,1,7:01:23 AM,7:02:49 AM,insemination,",0","0,",n,NA,n,"male is acting strange, staying on female",D,social,M,female,
6,1,7:02:10 AM,7:03:57 AM,insemination,",8",3:00,n,NA,n,stayed on female a long time,I,isolated,P,female,
6,1,7:03:22 AM,,insemination,",5","6,",n,NA,n,,H,isolated,S,female,
6,1,7:03:39 AM,,mount,",1",:1,,,,,B,social,J,male,
6,1,7:05:13 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,7:05:43 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,7:05:51 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,7:06:19 AM,,mount,",2",",9",,,,"while ,9 is on ,6",E,social,G,male,
6,1,7:06:26 AM,,mount,",9",",6",,,,,G,isolated,K,male,
6,1,7:06:31 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,7:06:38 AM,7:09:48 AM,insemination,",7","7,",n,NA,n,,A,social,T,female,
6,1,7:07:30 AM,,mount,:1,",0",,,,"while ,0 is on 0,",J,isolated,D,male,
6,1,7:08:06 AM,,mount,",5",",1",,,,,H,isolated,B,male,
6,1,7:08:10 AM,7:09:46 AM,insemination,",5",0:00,n,NA,n,,H,isolated,X,female,
6,1,7:08:41 AM,,mount,:0,"8,",y,y,NA,,L,isolated,U,female,
6,1,7:09:49 AM,,mount,",1",",7",,,,,B,social,A,male,
6,1,7:10:40 AM,,insemination,",8",3:00,n,NA,n,,I,isolated,P,female,
6,1,7:11:28 AM,,insemination,",1","9,",n,NA,n,,B,social,V,female,
6,1,7:12:35 AM,,mount,",8","4,",y,n,y,,I,isolated,Q,female,
6,1,7:13:04 AM,,mount,",8","5,",n,NA,y,,I,isolated,R,female,
6,1,7:15:40 AM,,mount,",6",",2",,,,,K,isolated,E,male,
6,1,7:18:49 AM,,mount,",8","4,",n,NA,y,,I,isolated,Q,female,
6,1,7:19:00 AM,,mount,",8",3:00,n,NA,y,,I,isolated,P,female,
6,1,7:21:10 AM,,mount,:0,"8,",n,NA,y,,L,isolated,U,female,
6,1,7:21:38 AM,7:23:20 AM,insemination,:0,"8,",n,NA,n,,L,isolated,U,female,
6,1,7:22:29 AM,,mount,",5","6,",y,n,y,,H,isolated,S,female,
6,1,7:22:58 AM,,mount,",8","5,",n,NA,y,,I,isolated,R,female,
6,1,7:23:08 AM,,mount,",8",3:00,y,y,NA,,I,isolated,P,female,
6,1,7:23:22 AM,,mount,",8","2,",y,y,NA,,I,isolated,O,female,
6,1,7:23:29 AM,,mount,",8","2,",n,NA,y,,I,isolated,O,female,
6,1,7:23:41 AM,7:24:51 AM,insemination,",3","2,",n,NA,n,,F,social,O,female,
6,1,7:24:52 AM,,mount,",8","2,",y,n,y,,I,isolated,O,female,
6,1,7:25:30 AM,,mount,",8","5,",y,n,y,,I,isolated,R,female,
6,1,7:25:59 AM,,mount,",3","5,",n,NA,y,,F,social,R,female,
6,1,7:26:10 AM,,mount,",3","5,",n,NA,y,,F,social,R,female,
6,1,7:26:59 AM,,mount,",5",0:00,n,NA,y,,H,isolated,X,female,
6,1,7:27:32 AM,,insemination,",8","4,",y,n,n,,I,isolated,Q,female,
6,1,7:27:42 AM,7:28:45 AM,insemination,",1",0:00,n,NA,n,,B,social,X,female,
6,1,7:28:46 AM,,mount,",1",",5",,,,,B,social,H,male,
6,1,7:29:03 AM,7:29:24 AM,insemination,",5",0:00,n,NA,n,,H,isolated,X,female,
6,1,7:29:31 AM,,mount,:1,"0,",y,y,NA,,J,isolated,M,female,
6,1,7:32:28 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,7:33:24 AM,,mount,",5",0:00,y,y,NA,,H,isolated,X,female,
6,1,7:33:32 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,7:33:39 AM,,mount,",5",0:00,y,y,NA,,H,isolated,X,female,
6,1,7:33:49 AM,,mount,",5",0:00,y,y,NA,,H,isolated,X,female,
6,1,7:33:53 AM,,mount,",5",0:00,y,y,NA,,H,isolated,X,female,
6,1,7:35:34 AM,,mount,",7",",1",,,,,A,social,B,male,
6,1,7:36:24 AM,,mount,",7",0:00,y,n,y,,A,social,X,female,
6,1,7:36:36 AM,,mount,",3","5,",n,NA,y,,F,social,R,female,
6,1,7:36:54 AM,,insemination,",6",0:00,y,n,n,,K,isolated,X,female,
6,1,7:38:05 AM,7:38:29 AM,insemination,:0,"8,",n,NA,n,,L,isolated,U,female,
6,1,7:42:04 AM,7:43:02 AM,insemination,",3","5,",n,NA,n,,F,social,R,female,
6,1,7:42:38 AM,,mount,",5","7,",n,NA,y,,H,isolated,T,female,
6,1,7:42:44 AM,,mount,",7",",5",,,,"while ,5 on female",A,social,H,male,
6,1,7:42:50 AM,,mount,",1",",7",,,,,B,social,A,male,
6,1,7:43:11 AM,,mount,",1","7,",n,NA,y,,B,social,T,female,
6,1,7:43:22 AM,,mount,",6",",2",,,,,K,isolated,E,male,
6,1,7:44:53 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,1,7:45:34 AM,,mount,",2",0:00,n,NA,y,,E,social,X,female,
6,1,7:45:47 AM,,mount,",9",0:00,n,NA,y,,G,isolated,X,female,
6,1,7:45:57 AM,,mount,",8","6,",n,NA,y,,I,isolated,S,female,
6,1,7:47:08 AM,,mount,",0",0:00,n,NA,y,,D,social,X,female,
6,1,7:51:34 AM,,mount,:0,"8,",n,NA,y,,L,isolated,U,female,
6,1,7:51:48 AM,,mount,",9",",6",,,,,G,isolated,K,male,
6,1,7:51:56 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,1,7:52:12 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,7:52:19 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,7:52:23 AM,7:53:08 AM,insemination,:0,"8,",y,n,n,,L,isolated,U,female,
6,1,8:05:22 AM,,mount,",1",",7",,,,,B,social,A,male,
6,1,8:10:31 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,1,8:12:52 AM,,mount,:1,"9,",n,NA,y,,J,isolated,V,female,
6,1,8:16:14 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,8:19:02 AM,,mount,",8",",3",,,,,I,isolated,F,male,
6,1,8:20:27 AM,,mount,",9",",6",,,,,G,isolated,K,male,
6,1,8:20:32 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,1,8:25:25 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,8:34:07 AM,,mount,",6",0:00,y,y,NA,,K,isolated,X,female,
6,1,8:37:28 AM,,mount,",8",",3",,,,,I,isolated,F,male,
6,1,8:38:48 AM,8:39:43 AM,insemination,",8","5,",n,NA,n,,I,isolated,R,female,
6,1,8:43:49 AM,,mount,",5",",7",n,NA,y,,H,isolated,A,male,
6,1,8:47:19 AM,,mount,",5","7,",n,NA,y,,H,isolated,T,female,
6,1,8:47:25 AM,,mount,",7",",5",,,,"while ,5 on 7,",A,social,H,male,
6,1,8:47:45 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,8:48:00 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,8:48:07 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,8:51:00 AM,,mount,",8",0:00,y,n,y,,I,isolated,X,female,
6,1,9:04:27 AM,9:04:53 AM,insemination,:0,"8,",n,NA,y,,L,isolated,U,female,
6,1,9:10:46 AM,,mount,",5",",1",,,,,H,isolated,B,male,
6,1,9:22:02 AM,,mount,",9",",6",,,,,G,isolated,K,male,
6,1,9:29:49 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,1,9:30:04 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,9:30:32 AM,,mount,",8","4,",n,NA,y,,I,isolated,Q,female,
6,1,9:31:40 AM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,9:32:23 AM,,mount,",6",0:00,n,NA,y,"possibly insemination, weird position, I dont think so though",K,isolated,X,female,
6,1,9:36:13 AM,,mount,",5",",1",,,,,H,isolated,B,male,
6,1,9:36:45 AM,,mount,",1",",7",,,,,B,social,A,male,
6,1,9:59:52 AM,,mount,",5","7,",y,n,y,,H,isolated,T,female,
6,1,10:15:16 AM,,mount,",7",",5",,,,,A,social,H,male,
6,1,10:22:55 AM,,mount,",1","7,",n,NA,y,,B,social,T,female,
6,1,10:23:18 AM,,mount,",5",",1",,,,,H,isolated,B,male,
6,1,10:23:56 AM,,mount,",5",",1",,,,,H,isolated,B,male,
6,1,10:47:50 AM,,mount,",3","5,",n,NA,y,,F,social,R,female,
6,1,11:52:09 AM,,mount,",5","7,",N,NA,Y,,H,isolated,T,female,
6,1,11:52:27 AM,,mount,",1",",5",,,,,B,social,H,male,
6,1,12:05:59 PM,,mount,",1","7,",N,NA,Y,,B,social,T,female,
6,1,12:06:30 PM,,mount,",7",",1",,,,,A,social,B,male,
6,1,12:08:06 PM,,mount,",7",",1",,,,,A,social,B,male,
6,1,12:09:31 PM,,mount,",7","7,",N,NA,Y,,A,social,T,female,
6,1,12:29:07 PM,,mount,",5","7,",n,NA,y,,H,isolated,T,female,
6,1,12:31:38 PM,,mount,",5","7,",n,NA,y,,H,isolated,T,female,
6,1,12:36:28 PM,,mount,",2",",9",,,,,E,social,G,male,
6,1,12:37:39 PM,12:38:04 PM,insemination,:1,"0,",n,NA,n,,J,isolated,M,female,
6,1,12:40:23 PM,,insemination,",2","2,",n,NA,n,,E,social,O,female,
6,1,12:40:59 PM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,12:41:22 PM,12:41:42 PM,insemination,",9","2,",n,NA,n,,G,isolated,O,female,
6,1,12:42:36 PM,,mount,",1",",5",,,,,B,social,H,male,
6,1,12:43:34 PM,,mount,",1",",7",,,,,B,social,A,male,
6,1,12:43:42 PM,,mount,",7","7,",n,NA,y,,A,social,T,female,
6,1,12:45:59 PM,,mount,",5","7,",y,n,y,,H,isolated,T,female,
6,1,12:51:03 PM,,mount,",2",",6",,,,,E,social,K,male,
6,1,12:54:11 PM,,mount,",5","7,",n,NA,y,,H,isolated,T,female,
6,1,1:01:30 PM,,mount,",8",3:00,y,n,y,,I,isolated,P,female,
6,1,1:06:59 PM,,mount,",8","5,",n,NA,y,,I,isolated,R,female,
6,1,1:12:53 PM,,mount,",7",",5",,,,,A,social,H,male,
6,1,1:18:59 PM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,1:19:17 PM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,1:20:31 PM,,mount,",8",3:00,n,NA,y,,I,isolated,P,female,
6,1,1:25:30 PM,1:25:59 PM,insemination,",6","5,",n,NA,,,K,isolated,R,female,
6,1,1:32:34 PM,,mount,",2",",6",,,,,E,social,K,male,
6,1,1:33:52 PM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,1:44:16 PM,,mount,",5",",7",,,,,H,isolated,A,male,
6,1,1:47:52 PM,1:48:37 PM,insemination,",7",1:00,n,NA,,,A,social,W,female,
6,1,2:37:59 PM,,mount,",2","5,",y,y,NA,,E,social,R,female,
6,1,2:38:22 PM,,mount,",9",",2",,,,,G,isolated,E,male,
6,2,7:11:33 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,2,7:31:41 AM,,mount,",9",",2",,,,,G,isolated,E,male,
6,2,7:37:20 AM,,mount,",6",",2",,,,,K,isolated,E,male,
6,2,7:37:22 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,2,8:24:00 AM,8:25:41 AM,insemination,:0,"9,",n,NA,n,,L,isolated,V,female,
6,2,8:40:36 AM,,mount,",4",",3",,,,,C,social,F,male,
6,2,8:40:53 AM,,mount,:0,",4",,,,,L,isolated,C,male,
6,2,8:53:24 AM,8:54:36 AM,insemination,",7","1,",Y,N,N,80% sure of IDs this was in big cluster,A,social,N,female,
6,2,9:07:10 AM,,mount,",0",",7",,,,,D,social,A,male,
6,2,9:10:29 AM,,mount,",3",",4",,,,,F,social,C,male,
6,2,9:11:13 AM,,mount,",4",",3",,,,,C,social,F,male,
6,2,9:11:36 AM,9:12:30 AM,insemination,",3","9,",y,n,n,,F,social,V,female,
6,2,9:12:11 AM,,mount,:0,",4",,,,,L,isolated,C,male,
6,2,9:12:47 AM,,mount,",4",",3",,,,"interrupted above insemination of ,3 on 9,",C,social,F,male,
6,2,9:13:26 AM,9:14:31 AM,insemination,:0,"6,",y,n,n,,L,isolated,S,female,
6,2,9:14:02 AM,,mount,",4",",3",,,,,C,social,F,male,
6,2,9:15:20 AM,,mount,:0,",4",,,,,L,isolated,C,male,
6,2,9:25:08 AM,,mount,",7",",0",,,,,A,social,D,male,
6,2,9:25:25 AM,,mount,",4",:0,,,,,C,social,L,male,
6,2,9:26:07 AM,,mount,",4","9,",y,y,NA,,C,social,V,female,
6,2,9:31:54 AM,9:32:52 AM,insemination,:0,"9,",y,n,n,,L,isolated,V,female,
6,2,9:49:29 AM,9:49:57 AM,insemination,",4","9,",y,n,n,,C,social,V,female,
6,2,10:13:43 AM,,mount,",1","2,",n,NA,y,,B,social,O,female,
6,2,10:20:03 AM,,mount,",1","2,",n,NA,y,,B,social,O,female,
6,2,10:31:13 AM,,mount,:1,3:00,n,NA,y,,J,isolated,P,female,
6,2,11:09:48 AM,,mount,",9",",2",,,,,G,isolated,E,male,
6,2,11:14:04 AM,,mount,",6",",2",,,,,K,isolated,E,male,
6,2,11:21:29 AM,,mount,:0,"9,",n,NA,y,,L,isolated,V,female,
6,2,11:21:49 AM,,mount,",5",",1",,,,,H,isolated,B,male,
6,2,11:21:58 AM,,mount,",1",",5",,,,,B,social,H,male,
6,2,11:22:51 AM,,mount,",9",",2",,,,,G,isolated,E,male,
6,2,11:23:02 AM,,mount,",5","7,",n,NA,y,,H,isolated,T,female,
6,2,11:33:26 AM,,mount,",5","7,",n,NA,y,"7, is moving with difficulty, I think that she might have an injured leg",H,isolated,T,female,
6,2,11:34:02 AM,,mount,",2",",9",,,,,E,social,G,male,
6,2,11:40:21 AM,,mount,",9",",6",,,,,G,isolated,K,male,
6,2,11:40:50 AM,,mount,",4","9,",n,NA,y,,C,social,V,female,
6,2,11:43:22 AM,,mount,",4","9,",n,NA,y,,C,social,V,female,
6,2,11:43:42 AM,11:44:59 AM,insemination,",2","5,",y,n,n,,E,social,R,female,
6,2,11:44:17 AM,,mount,",6",",9",,,,,K,isolated,G,male,
6,2,11:45:16 AM,,mount,",6","5,",n,NA,y,,K,isolated,R,female,
6,2,11:46:54 AM,,mount,",6",",2",,,,,K,isolated,E,male,
6,2,11:51:28 AM,,mount,",9",",2",,,,,G,isolated,E,male,
6,2,11:52:48 AM,,mount,",2",",6",,,,,E,social,K,male,
6,2,11:53:26 AM,,mount,",9",",2",,,,,G,isolated,E,male,
6,2,12:00:17 PM,,mount,:1,"0,",n,NA,y,,J,isolated,M,female,
6,2,12:05:59 PM,,mount,",9",",5",,,,,G,isolated,H,male,
6,2,12:12:39 PM,,mount,",7","9,",,,,,A,social,V,female,
6,2,12:15:39 PM,,mount,",1","7,",,,,,B,social,T,female,
6,2,12:22:51 PM,,mount,",4","8,",n,NA,y,,C,social,U,female,
6,2,12:23:28 PM,,mount,",2",",9",,,,,E,social,G,male,
6,2,12:24:40 PM,,mount,",3",",4",,,,,F,social,C,male,
6,2,12:27:22 PM,,mount,",9",",6",,,,,G,isolated,K,male,
6,2,12:27:56 PM,,mount,",6",",9",,,,,K,isolated,G,male,
6,2,12:32:00 PM,,mount,",3","8,",y,y,NA,,F,social,U,female,
6,2,12:39:01 PM,12:41:19 PM,insemination,:0,"5,",n,NA,,,L,isolated,R,female,
6,2,1:12:02 PM,,mount,",3","8,",n,NA,y,,F,social,U,female,
6,2,1:15:22 PM,,mount,",3","8,",n,NA,y,,F,social,U,female,
6,2,1:15:37 PM,,mount,",4",",3",,,,,C,social,F,male,
6,2,1:17:48 PM,,mount,",0","0,",n,NA,y,,D,social,M,female,
6,2,1:21:07 PM,,mount,",4","5,",y,y,NA,,C,social,R,female,
6,2,1:22:07 PM,,mount,",3",",4",,,,,F,social,C,male,
6,2,1:31:29 PM,,mount,",4",",3",,,,,C,social,F,male,
6,2,1:34:55 PM,,mount,",3",",4",,,,,F,social,C,male,
6,2,1:47:51 PM,,mount,",9","4,",y,y,NA,,G,isolated,Q,female,
6,2,1:56:07 PM,,mount,",8",",7",,,,,I,isolated,A,male,
6,2,2:04:35 PM,,mount,",8",",7",,,,,I,isolated,A,male,
6,2,2:14:39 PM,,mount,",8",",7",,,,,I,isolated,A,male,
6,2,2:24:48 PM,,mount,",8",",7",,,,,I,isolated,A,male,
6,2,2:29:54 PM,,mount,",7",",8",,,,,A,social,I,male,
6,2,2:30:06 PM,,mount,",7",",8",,,,,A,social,I,male,
6,2,2:30:56 PM,,mount,",8",",7",,,,,I,isolated,A,male,
6,2,2:31:12 PM,2:31:40 PM,insemination,",3","4,",n,NA,n,,F,social,Q,female,
6,2,2:31:47 PM,,mount,",4",",3",,,,"while on 4,",C,social,F,male,
6,2,2:48:51 PM,,mount,",8",",7",,,,,I,isolated,A,male,
6,2,2:49:06 PM,,mount,",8",",7",,,,,I,isolated,A,male,
