day,start_time,end_time,behaviour,focal,partner,partner_avoid? (Y/N),avoid_success? (Y/N),male_abort? (Y/N),Notes
1,7:59:49 AM,,trial start,,,,,,had to adjust big clump
1,8:00:31 AM,8:09:31 AM,insemination,",4","7,",n,NA,n,
1,8:01:08 AM,,mount,",8",",0",,,,
1,8:01:08 AM,,insemination,:7,"0,",n,NA,n,
1,8:01:09 AM,8:02:26 AM,insemination,",8","9,",n,NA,n,
1,8:01:50 AM,,mount,",5",",8",,,,
1,8:01:50 AM,,mount,",2",",5",,,,"while ,8 was inseminating 9,"
1,8:02:29 AM,,mount,:9,",8",,,,"while ,5 was oon ,8"
1,8:02:29 AM,,mount,",5",",2",,,,
1,8:02:28 AM,,mount,",3",",7",,,,
1,8:03:46 AM,,mount,:9,",8",,,,
1,8:05:37 AM,8:06:56 AM,insemination,:9,"0,",n,NA,n,
1,8:06:00 AM,8:07:33 AM,insemination,",6","1,",n,NA,n,
1,8:06:22 AM,,mount,",3",",9",,,,
1,8:06:59 AM,8:08:46 AM,insemination,",8",1:00,n,NA,n,
1,8:09:15 AM,,mount,",5",",0",,,,
1,8:09:23 AM,,mount,:9,",5",,,,
1,8:10:48 AM,,mount,",5",:1,,,,
1,8:10:57 AM,,mount,",5",",8",,,,
1,8:11:15 AM,,mount,",5",:1,,,,
1,8:11:23 AM,8:13:11 AM,insemination,",5","4,",n,NA,n,
1,8:11:49 AM,,mount,:1,",8",,,,
1,8:11:59 AM,,mount,:9,",9",,,,
1,8:12:18 AM,,mount,:9,"0,",n,NA,y,
1,8:13:22 AM,,mount,:7,"0,",n,NA,y,
1,8:14:02 AM,,mount,",3",",9",,,,
1,8:14:28 AM,,mount,",9",",3",,,,
1,8:15:03 AM,,mount,",9",",0",,,,
1,8:15:04 AM,,mount,",4",",9",,,,
1,8:15:46 AM,8:18:05 AM,insemination,:7,"4,",n,NA,n,
1,8:16:08 AM,,mount,",8",:7,,,,"whie :7 was on 4,"
1,8:16:09 AM,,mount,",5",",8",,,,while on :7
1,8:16:43 AM,,mount,:9,",0",,,,
1,8:17:35 AM,,mount,",5","3,",n,NA,y,
1,8:17:47 AM,,mount,",0",:9,,,,
1,8:18:20 AM,,mount,",3",",7",,,,
1,8:18:21 AM,,mount,",3",:9,,,,
1,8:21:40 AM,,mount,:7,1:00,y,y,NA,
1,8:22:14 AM,,mount,",8",",5",,,,
1,8:22:21 AM,,mount,",5",",8",,,,
1,8:22:30 AM,,mount,:9,",7",,,,
1,8:22:42 AM,8:24:00 AM,insemination,",4",1:00,n,NA,n,
1,8:23:21 AM,8:29:19 AM,insemination,",9","5,",n,NA,n,"male keeps adjusting, might be lousy, he never got off just adjusted then insem again at 8:34, seems to be one really long bad attempt"
1,8:25:43 AM,,mount,",3",:9,,,,
1,8:25:55 AM,,mount,",3",:9,,,,
1,8:26:06 AM,8:39:53 AM,insemination,:7,"3,",n,NA,n,
1,8:26:39 AM,,mount,",0",:9,,,,
1,8:27:06 AM,,mount,",4",:9,,,,
1,8:28:19 AM,8:34:00 AM,insemination,:9,"8,",n,NA,n,
1,8:28:52 AM,,mount,",4",:9,,,,"while :9 was on 8,"
1,8:31:02 AM,,mount,",5",1:00,y,y,NA,
1,8:31:20 AM,,mount,",8","9,",y,y,NA,
1,8:31:30 AM,,mount,",4",:9,,,,"while :9 was on 8,"
1,8:32:15 AM,8:34:45 AM,insemination,",0","2,",n,NA,n,
1,8:32:57 AM,,mount,",4",:9,,,,"while :9 was on 8,"
1,8:35:40 AM,,mount,",4","8,",n,NA,y,
1,8:36:07 AM,,mount,",4","8,",y,n,y,
1,8:36:30 AM,8:36:57 AM,insemination,",3","2,",n,NA,n,
1,8:36:37 AM,8:40:38 AM,insemination,",9","8,",n,NA,n,
1,8:41:38 AM,,mount,",3","2,",n,NA,y,
1,8:43:14 AM,,mount,",3",",6",,,,
1,8:47:41 AM,,mount,",8","3,",y,y,NA,
1,8:48:01 AM,,mount,:7,",8",,,,
1,8:48:09 AM,,mount,",8",:7,,,,
1,8:48:18 AM,,mount,",5",:7,,,,
1,8:49:14 AM,,mount,",5",:7,,,,
1,8:50:36 AM,,mount,",9","5,",n,NA,FAIL,"kept getting in and out of position, seems to be trying but cannot. NOT ABORT, MALE FAIL"
1,8:52:32 AM,8:53:45 AM,insemination,",5",1:00,y,n,n,
1,8:54:41 AM,,mount,",4",",9",,,,"forced ,9 off 5,"
1,9:00:41 AM,,mount,",9","2,",y,y,NA,
1,9:00:53 AM,9:07:02 AM,insemination,",4","6,",n,NA,n,
1,9:03:00 AM,9:05:20 AM,insemination,",3",1:00,y,n,n,
1,9:03:49 AM,,mount,",9",",2",,,,
1,9:08:39 AM,,mount,",9","3,",y,y,NA,
1,9:09:07 AM,,mount,",9","5,",n,NA,FAIL,same as above (trying to get in position but cannot)
1,9:13:29 AM,,mount,",3",1:00,y,n,y,
1,9:18:58 AM,,mount,",3",1:00,n,NA,y,
1,9:21:51 AM,9:22:40 AM,insemination,",2","6,",n,NA,n,
1,9:22:03 AM,,mount,",4",",2",,,,"while ,2 was mounting 6,"
1,9:25:55 AM,,mount,:7,",5",,,,
1,9:28:08 AM,,mount,",2",",4",,,,
1,9:28:45 AM,,mount,:9,",9",,,,"while ,9 is on 5,"
1,9:29:18 AM,,mount,",4",",9",,,,
1,9:30:00 AM,,mount,",4",",9",,,,
1,9:35:45 AM,,mount,",6","0,",y,y,NA,
1,9:37:11 AM,,mount,",6","0,",y,y,NA,
1,9:39:19 AM,,mount,",5","0,",y,y,NA,
1,9:46:52 AM,,mount,",9",",7",,,,
1,9:49:50 AM,,mount,",3",1:00,n,NA,y,
1,10:06:46 AM,,mount,",6",1:00,y,y,NA,
1,10:12:22 AM,,mount,",9",0:00,n,NA,FAIL,
1,10:17:59 AM,,mount,",9",0:00,n,NA,FAIL,
1,10:21:08 AM,,mount,",9",0:00,n,NA,FAIL,
1,10:23:19 AM,,mount,",9",0:00,n,NA,FAIL,
1,10:25:56 AM,,mount,",9",0:00,n,NA,FAIL,
1,10:39:21 AM,,mount,",9",0:00,n,NA,FAIL,
1,10:43:15 AM,,mount,",9",0:00,n,NA,,
1,10:46:41 AM,,mount,",9",",0",,,,
1,10:50:02 AM,,mount,",4",:9,,,,
1,10:50:58 AM,,mount,",4",:9,,,,
1,11:08:19 AM,,mount,",0",1:00,y,n,y,
1,11:17:51 AM,,mount,",9",1:00,y,y,NA,
1,11:19:36 AM,,mount,",0","3,",n,NA,y,
1,11:20:11 AM,,mount,",7",",5",,,,
1,11:20:34 AM,,mount,",8",",7",,,,
1,11:21:15 AM,,mount,",7",",8",,,,
1,11:31:11 AM,,mount,",9",0:00,n,NA,FAIL,
1,11:38:23 AM,,mount,",8",:1,,,,
1,11:42:47 AM,,mount,",8","9,",n,NA,y,
1,11:43:46 AM,,mount,",9",0:00,n,NA,FAIL,
1,11:45:23 AM,,mount,",9",0:00,n,NA,FAIL,
1,11:48:25 AM,,mount,",9",0:00,n,NA,FAIL,
1,11:54:13 AM,11:55:26 AM,insemination,",4","3,",y,n,n,
1,12:06:17 PM,,mount,",9",",7",n,NA,FAIL,
1,12:16:45 PM,,mount,",4",:9,,,,
1,12:17:58 PM,,mount,",9",0:00,y,y,NA,
1,12:19:12 PM,,mount,:1,",8",,,,
1,12:20:12 PM,,mount,",0","3,",n,NA,y,
1,12:20:36 PM,,insemination,:1,"9,",y,n,n,
1,12:21:51 PM,,mount,",9",0:00,n,NA,FAIL,
1,12:22:57 PM,,mount,:1,",7",,,,
1,12:26:32 PM,,mount,",9",0:00,n,NA,FAIL,
1,12:29:26 PM,,mount,",9",0:00,n,NA,FAIL,
1,12:30:24 PM,,mount,:9,",9",,,,
1,12:30:31 PM,,mount,:9,"3,",n,NA,y,
1,12:32:51 PM,,mount,:9,"3,",n,NA,y,cusp of maybe insemination -15s
1,12:42:33 PM,,mount,",9",0:00,y,n,FAIL,
1,12:44:57 PM,,mount,",4","3,",y,n,y,
1,12:45:30 PM,,mount,",9",0:00,y,n,FAIL,"running w ,9 on top for some time"
1,12:49:42 PM,,mount,",9","6,",y,y,NA,
1,12:50:00 PM,,mount,",9",0:00,y,n,FAIL,
1,12:51:39 PM,,mount,",9",0:00,y,n,FAIL,
1,12:52:00 PM,,mount,",4","3,",y,n,y,
1,12:52:37 PM,,mount,",9","6,",n,NA,FAIL,
1,1:01:13 PM,,mount,",5",0:00,y,n,y,
1,1:03:27 PM,,mount,",5","0,",n,NA,y,
1,1:05:40 PM,,mount,",5",0:00,y,n,y,
1,1:06:02 PM,,mount,",8",",9",,,,
1,1:06:13 PM,,insemination,",7","6,",n,NA,n,
1,1:06:24 PM,,mount,",9",",5",,,,
1,1:07:46 PM,,mount,:7,",8",,,,
1,1:08:19 PM,,mount,",9",0:00,n,NA,FAIL,
1,1:08:32 PM,,mount,:7,",8",,,,
1,1:09:32 PM,,mount,",8",:7,,,,
1,1:12:33 PM,,mount,",9",0:00,y,n,FAIL,
1,1:13:42 PM,,mount,",9",",5",,,,
1,1:18:29 PM,1:19:24 PM,insemination,",4","3,",y,n,n,
1,1:20:46 PM,,mount,",9",",5",,,,
1,1:23:42 PM,,mount,",0","3,",y,n,y,
1,1:24:32 PM,,mount,:9,"3,",y,y,NA,
1,1:24:34 PM,,mount,",4","3,",y,n,y,
1,1:38:38 PM,,mount,",8","4,",y,y,NA,
1,1:42:28 PM,,mount,:7,",8",,,,
1,1:42:38 PM,,mount,:9,",4",,,,
1,1:45:11 PM,,mount,",8",:7,,,,
1,1:45:13 PM,,mount,:1,1:00,y,n,y,
1,2:06:33 PM,,mount,",0",",4",,,,
1,2:11:55 PM,,mount,",0","3,",y,n,y,
1,2:12:35 PM,,mount,",0",:9,,,,
1,2:20:28 PM,,mount,",4","3,",y,n,y,
1,2:20:56 PM,,mount,",4","3,",y,n,y,
1,2:21:35 PM,,mount,",0","3,",y,y,NA,
1,2:21:37 PM,,mount,",4","3,",y,y,NA,
1,2:23:38 PM,,mount,",0","3,",y,n,y,
1,2:29:03 PM,,mount,",7","6,",y,n,y,
1,2:32:54 PM,,mount,",4","9,",n,NA,y,
1,2:39:54 PM,,mount,",4","3,",y,y,NA,
1,2:40:24 PM,,mount,",4",",0",,,,
1,3:02:28 PM,,insemination,",7","5,",n,NA,n,
1,3:07:17 PM,,mount,:1,"6,",n,NA,y,
1,3:21:19 PM,,mount,",4","3,",y,y,NA,
1,3:23:32 PM,3:24:20 PM,insemination,",8","3,",n,NA,n,
2,9:44:16 AM,,mount,",9",",2",,,,
2,9:49:21 AM,,mount,",9",",2",,,,
2,9:51:27 AM,,mount,",2",",8",,,,
2,9:55:02 AM,,mount,",4",",9",,,,
2,10:14:55 AM,,mount,",4",",9",,,,
2,10:31:30 AM,,mount,:9,"9,",y,y,NA,
2,10:32:17 AM,,mount,:9,"8,",n,NA,y,
2,10:45:46 AM,,mount,",2",",8",,,,
2,10:45:56 AM,,mount,",9",",2",,,,
2,10:46:53 AM,,mount,",9",",2",,,,
2,10:49:25 AM,,mount,:7,",5",,,,
2,11:05:15 AM,,mount,",9",",8",,,,
2,11:07:39 AM,,mount,",8",",2",,,,
2,11:14:18 AM,,mount,",9","4,",n,NA,FAIL,
2,11:16:13 AM,,mount,",3",",6",,,,
2,11:19:15 AM,,mount,",6",",3",,,,
2,11:22:24 AM,,mount,",3",0:00,y,y,NA,refusal stance
2,11:24:38 AM,11:25:30 AM,insemination,",3",0:00,n,NA,n,
2,11:29:17 AM,,mount,",9",",2",n,NA,FAIL,
2,11:30:03 AM,,mount,",4",",9",,,,
2,11:33:00 AM,,mount,",3",",6",,,,
2,11:36:28 AM,,mount,:9,",0",y,y,NA,
2,11:37:02 AM,,mount,",0","0,",y,y,NA,
2,11:37:17 AM,,mount,:9,"0,",y,y,NA,
2,11:40:09 AM,,mount,",0",:9,,,,
2,11:44:15 AM,,mount,",4",",9",,,,
2,11:44:38 AM,,mount,",4","2,",n,NA,y,
2,12:01:37 PM,,mount,",0",:9,,,,
2,12:11:17 PM,,mount,",0","8,",n,NA,y,
2,12:12:19 PM,,mount,",0","8,",y,y,NA,
2,12:12:53 PM,,insemination,",0","8,",y,n,n,
2,12:14:13 PM,,mount,:9,",0",,,,
2,12:17:45 PM,,mount,",9","4,",y,n,y,
2,12:20:10 PM,,mount,",3",",6",,,,
2,12:20:37 PM,,mount,",3",",6",,,,
2,12:21:43 PM,,mount,",6",0:00,y,y,NA,
2,12:27:01 PM,,mount,",9","4,",n,NA,FAIL,
2,12:27:30 PM,,mount,",0",0:00,y,y,NA,
2,12:30:36 PM,12:31:01 PM,insemination,",7","0,",y,n,n,not super long
2,12:34:03 PM,12:35:18 PM,insemination,:1,"9,",y,n,n,
2,12:35:26 PM,,mount,",2",",9",,,,
2,12:36:56 PM,,mount,",9",:1,,,,
2,12:37:08 PM,,mount,",7","1,",n,NA,y,
2,12:42:18 PM,,mount,:7,",8",,,,
2,12:42:58 PM,,mount,",5",",8",,,,
2,12:43:29 PM,,mount,",5",",8",,,,
2,12:43:51 PM,,mount,",8",",2",,,,
2,1:04:25 PM,,mount,",2",",9",,,,
2,1:10:17 PM,,insemination,",3","8,",y,n,n,
2,1:12:33 PM,,mount,",6",",3",,,,"while ,3 was mounted on 8, ??"
2,1:17:18 PM,,mount,",0","0,",y,n,y,
2,1:17:51 PM,1:18:59 PM,insemination,",3","8,",y,n,n,
2,1:21:34 PM,,mount,",0",:9,,,,
2,1:22:48 PM,,mount,",3",1:00,y,y,NA,
2,1:26:02 PM,1:27:39 PM,insemination,",3","8,",y,n,n,
2,1:28:05 PM,,mount,",5",",9",,,,
2,1:28:13 PM,,mount,:7,0:00,y,y,NA,
2,1:29:48 PM,1:31:17 PM,insemination,",8",0:00,y,n,n,
2,1:33:47 PM,,mount,",5",0:00,y,n,y,attempted to press to wall
2,1:35:08 PM,,mount,:7,0:00,y,y,NA,
2,1:36:07 PM,,mount,",5",",2",,,,
2,1:37:17 PM,,mount,",4",",2",,,,
2,1:38:24 PM,,mount,",9",:7,,,,
2,1:38:27 PM,,mount,",2",",9",,,,
2,1:40:40 PM,,mount,",2",",9",,,,
2,1:43:35 PM,,mount,",9",",5",,,,
2,1:43:49 PM,1:44:15 PM,insemination,",0",1:00,n,NA,n,too short?
2,1:44:44 PM,,mount,",7","1,",n,NA,y,
2,1:46:02 PM,,mount,",9","2,",y,y,NA,
2,1:54:52 PM,,mount,",5","2,",y,y,NA,
2,1:54:58 PM,,mount,",9",",5",,,,
2,2:09:12 PM,2:10:30 PM,insemination,",7","5,",n,NA,n,
2,2:13:39 PM,2:14:30 PM,insemination,",6",1:00,y,n,n,
2,2:21:41 PM,,mount,",6",1:00,y,y,NA,
2,2:25:33 PM,,mount,",9",",5",,,,
2,2:28:18 PM,,mount,",6",0:00,y,y,NA,
2,2:35:59 PM,,mount,",9","2,",y,n,FAIL,in position for so long but keeps moving
2,2:41:09 PM,,mount,",2",",8",,,,
2,2:41:18 PM,,mount,",4",",9",,,,
2,2:42:52 PM,,mount,",8",",4",,,,
2,2:47:48 PM,,mount,:1,",8",,,,
2,3:04:11 PM,,mount,:7,"9,",n,NA,y,
2,3:16:04 PM,,mount,",9","9,",y,n,FAIL,
2,3:17:46 PM,,mount,",9","7,",y,y,NA,
2,3:23:44 PM,3:24:22 PM,insemination,:7,"9,",y,n,n,
2,3:24:49 PM,,mount,:1,:7,,,,
2,3:30:47 PM,,mount,",9",:1,,,,
2,3:31:28 PM,,mount,:7,"6,",y,n,y,
2,3:33:27 PM,,mount,",9",0:00,y,n,FAIL,
2,3:35:58 PM,,mount,",9",",5",,,,
2,3:37:45 PM,,mount,",8",",2",,,,
2,3:41:28 PM,,mount,",6","0,",y,y,NA,
2,3:42:57 PM,3:44:07 PM,insemination,",4","9,",y,n,n,
2,3:44:34 PM,,mount,:1,0:00,y,n,y,
2,3:45:19 PM,,mount,",6","7,",y,y,NA,
2,3:48:43 PM,,mount,",6",:1,,,,
