replicate,day,start_time,end_time,focal,partner,avoid,success,abort,behaviour,notes,patch_focal,patch_partner,treatment
4,1,9:14:35 AM,,",6","1,",n,NA,y,mount,,C,K,social
4,1,11:04:17 AM,,",6","1,",n,NA,n,insemination,,C,K,social
4,1,2:29:12 PM,,",3","1,",n,NA,y,mount,,G,K,social
4,1,2:29:18 PM,2:29:45 PM,",3","5,",n,NA,n,insemination,,G,P,isolated
4,1,3:36:14 PM,3:36:48 PM,",6","3,",n,NA,n,insemination,,C,L,social
4,1,8:04:17 AM,,",9","4,",y,y,NA,mount,,H,N,isolated
4,1,8:04:31 AM,,",0","8,",y,y,NA,mount,,A,M,isolated
4,1,8:08:39 AM,,",5","2,",y,y,NA,mount,,E,O,isolated
4,1,8:13:52 AM,,",0","5,",y,y,NA,mount,,A,P,isolated
4,1,8:14:59 AM,,",0","0,",y,y,NA,mount,,A,I,social
4,1,8:16:30 AM,,",0","0,",y,y,NA,mount,,A,I,social
4,1,8:20:06 AM,,",0","2,",y,y,NA,mount,,A,O,isolated
4,1,8:27:52 AM,,",6","8,",y,y,NA,mount,,C,M,isolated
4,1,8:29:12 AM,,",0","2,",y,y,NA,mount,,NA,O,isolated
4,1,8:31:17 AM,,",6","0,",y,y,NA,mount,,C,I,social
4,1,9:37:51 AM,,",6","1,",y,y,NA,mount,,C,K,social
4,1,1:00:57 PM,,",3","9,",y,y,NA,mount,,G,J,social
4,1,1:29:59 PM,,",4","3,",y,y,NA,mount,,D,L,social
4,1,2:27:58 PM,,",3","1,",y,y,NA,mount,,G,K,social
4,1,2:35:59 PM,,",3","5,",y,y,NA,mount,,G,P,isolated
4,1,3:10:26 PM,,",4","3,",y,y,NA,mount,,D,L,social
4,1,3:24:01 PM,,",4","3,",y,y,NA,mount,,D,L,social
4,1,3:24:56 PM,,",4","3,",y,y,NA,mount,,D,L,social
4,1,3:25:06 PM,,",4","3,",y,y,NA,mount,,D,L,social
4,1,3:32:11 PM,,",4","1,",y,y,NA,mount,,D,K,social
4,1,8:17:57 AM,8:18:45 AM,",0","0,",n,NA,n,insemination,checked,A,I,social
4,2,10:32:27 AM,10:32:55 AM,",0","9,",n,NA,y,mount,,A,J,social
4,2,9:24:30 AM,,",4","1,",y,n,y,mount,,D,K,social
4,2,10:57:08 AM,10:57:14 AM,",3","3,",y,n,y,mount,,G,L,social
4,2,10:56:31 AM,,",4","1,",y,n,y,mount,,D,K,social
4,2,1:17:58 PM,1:21:20 PM,",1","1,",y,n,n,insemination,,B,K,social
4,2,1:37:40 PM,1:38:19 PM,",9","8,",y,n,n,insemination,,H,M,isolated
4,2,2:50:06 PM,,",1","2,",y,n,y,mount,,B,O,isolated
4,2,8:19:05 AM,8:19:49 AM,",2","5,",n,NA,n,insemination,,F,P,isolated
4,2,10:36:04 AM,,",2","5,",n,NA,y,mount,Female right abdomen was touching wall may have been refusal position,F,P,isolated
4,2,11:31:30 AM,11:32:08 AM,",9","8,",n,NA,n,insemination,,H,M,isolated
4,2,12:23:29 PM,,",2","8,",n,NA,y,mount,,F,M,isolated
4,2,12:28:33 PM,12:30:40 PM,",1","1,",n,NA,n,insemination,,B,K,social
4,2,12:39:25 PM,12:40:20 PM,",5","1,",n,NA,n,insemination,,E,K,social
4,2,1:26:21 PM,1:26:48 PM,",0","4,",n,NA,n,insemination,,A,N,isolated
4,2,1:42:09 PM,,",6","3,",n,NA,y,mount,,C,L,social
4,2,2:10:36 PM,,",6","9,",n,NA,y,mount,,C,J,social
4,2,2:14:18 PM,2:15:04 PM,",2","2,",n,NA,n,insemination,,F,O,isolated
4,2,3:05:04 PM,,",2","8,",n,NA,y,mount,,F,M,isolated
4,2,8:28:56 AM,,",4","1,",y,y,n,insemination,,D,K,social
4,2,10:47:56 AM,,",4","2,",y,y,NA,mount,,D,O,isolated
4,2,10:49:09 AM,,",4","2,",y,y,NA,mount,,D,O,isolated
4,2,10:49:44 AM,,",1","3,",y,y,NA,mount,,B,L,social
4,2,10:52:14 AM,,",4","3,",y,y,NA,mount,,D,L,social
4,2,10:53:30 AM,,",5","3,",y,y,NA,mount,,E,L,social
4,2,10:53:50 AM,,",1","3,",y,y,NA,mount,,B,L,social
4,2,10:54:14 AM,,",4","3,",y,y,NA,mount,,D,L,social
4,2,11:06:01 AM,,",4","1,",y,y,NA,mount,"All 1, mounts were while she was in refusal position",D,K,social
4,2,11:20:26 AM,,",4","1,",y,y,NA,mount,,D,K,social
4,2,11:27:12 AM,,",1","1,",y,y,NA,mount,,B,K,social
4,2,12:18:54 PM,,",4","1,",y,y,NA,mount,,D,K,social
4,2,12:31:40 PM,,",6","8,",y,y,NA,mount,,C,M,isolated
4,2,12:33:08 PM,,",9","8,",y,y,NA,mount,,H,M,isolated
4,2,12:51:50 PM,,",3","5,",y,y,NA,mount,,G,P,isolated
4,2,12:53:37 PM,,",9","3,",y,y,NA,mount,,H,L,social
4,2,12:54:17 PM,,",4","1,",y,y,NA,mount,,D,K,social
4,2,1:06:23 PM,,",1","1,",y,y,NA,mount,,B,K,social
4,2,1:10:24 PM,,",0","4,",y,y,NA,mount,Refusal stance,A,N,isolated
4,2,1:26:04 PM,,",9","3,",y,y,NA,mount,,H,L,social
4,2,1:46:51 PM,,",2","4,",y,y,NA,mount,,F,N,isolated
4,2,1:48:59 PM,,",2","1,",y,y,NA,mount,,F,K,social
4,2,2:50:04 PM,,",4","2,",y,y,NA,mount,,D,O,isolated
4,2,3:12:25 PM,,",4","2,",y,y,NA,mount,,D,O,isolated
5,1,8:02:17 AM,,",5","9,",y,y,NA,mount,,E,L,social
5,1,8:02:32 AM,8:03:26 AM,",5","6,",n,NA,n,insemination,,E,K,social
5,1,8:03:28 AM,8:03:59 AM,",3","0,",n,NA,n,insemination,,D,M,isolated
5,1,8:07:58 AM,,",2","8,",y,y,NA,mount,,C,P,isolated
5,1,8:08:33 AM,8:09:20 AM,",2","8,",y,n,n,insemination,,C,P,isolated
5,1,8:09:53 AM,8:10:41 AM,",5","9,",n,NA,n,insemination,,E,L,social
5,1,8:10:16 AM,8:10:53 AM,",7","0,",n,NA,n,insemination,,G,M,isolated
5,1,8:10:32 AM,8:11:18 AM,",0","8,",n,NA,n,insemination,,A,P,isolated
5,1,8:13:53 AM,,",3","0,",y,y,NA,mount,check footage to see if this was a mount,D,M,isolated
5,1,8:16:49 AM,,",8","1,",n,NA,n,insemination,,H,N,isolated
5,1,8:21:15 AM,8:21:47 AM,",0","2,",n,NA,n,insemination,,A,O,isolated
5,1,8:25:26 AM,,",1","6,",y,y,NA,mount,"90% sure female is 6,",B,K,social
5,1,8:27:58 AM,,",0","2,",n,NA,y,mount,,A,O,isolated
5,1,8:42:26 AM,,",1","9,",y,y,NA,mount,,B,L,social
5,1,8:43:17 AM,8:43:54 AM,",6","0,",n,NA,n,insemination,,F,M,isolated
5,1,9:04:14 AM,,",1","6,",y,y,NA,mount,,B,K,social
5,1,9:11:41 AM,,",8","6,",y,y,NA,mount,,H,K,social
5,1,10:09:30 AM,,",2","9,",y,y,NA,mount,,C,L,social
5,1,10:09:56 AM,,",2","9,",y,y,NA,mount,,C,L,social
5,1,10:15:46 AM,,",2","9,",y,y,NA,mount,Lazy mount ran directly at her in the 3 instances,C,L,social
5,1,10:25:23 AM,10:25:37 AM,",2","9,",n,NA,y,mount,,C,L,social
5,1,10:29:06 AM,10:29:22 AM,",6","9,",n,NA,y,mount,,F,L,social
5,1,10:51:27 AM,,",1","4,",y,y,NA,mount,,B,I,social
5,1,10:53:30 AM,10:55:03 AM,",1","4,",n,n,n,insemination,,B,I,social
5,1,10:59:25 AM,,",6","9,",n,NA,y,mount,,F,L,social
5,1,11:22:13 AM,,",8","1,",y,y,NA,mount,,H,N,isolated
5,1,11:48:37 AM,11:49:01 AM,",2","2,",y,n,y,mount,,C,O,isolated
5,1,11:55:51 AM,,",6","2,",n,NA,y,mount,,F,O,isolated
5,1,12:05:26 PM,,",1","9,",n,NA,y,mount,,B,L,social
5,1,12:34:03 PM,12:35:09 PM,",0","8,",y,n,n,insemination,,A,P,isolated
5,1,12:39:12 PM,12:39:49 PM,",6","2,",n,NA,n,insemination,,F,O,isolated
5,1,12:39:26 PM,,",0","5,",n,NA,y,mount,,A,J,social
5,1,12:43:01 PM,,",2","2,",n,NA,y,mount,,C,O,isolated
5,1,12:44:43 PM,,",2","5,",n,NA,y,mount,,C,J,social
5,1,12:47:34 PM,,",2","5,",n,NA,y,mount,,C,J,social
5,1,12:50:18 PM,,",6","2,",y,y,NA,mount,,F,O,isolated
5,1,12:52:33 PM,,",6","9,",n,NA,y,mount,,F,L,social
5,1,12:59:40 PM,1:00:13 PM,",1","5,",n,NA,n,insemination,,B,J,social
5,1,1:06:27 PM,,",3","5,",n,NA,y,mount,,D,J,social
5,1,1:08:34 PM,,",1","5,",n,NA,y,mount,,B,J,social
5,1,1:11:30 PM,1:12:08 PM,",3","5,",n,NA,n,insemination,,D,J,social
5,1,1:16:28 PM,,",5","9,",y,y,NA,mount,,E,L,social
5,1,1:21:50 PM,,",6","5,",n,NA,y,mount,,F,J,social
5,1,1:23:28 PM,,",7","9,",n,NA,y,mount,,G,L,social
5,1,1:25:16 PM,,",3","2,",n,NA,y,mount,,D,O,isolated
5,1,1:46:05 PM,,",6","5,",n,NA,y,mount,,F,J,social
5,1,2:23:45 PM,,",2","2,",y,y,NA,mount,,C,O,isolated
5,1,3:13:35 PM,3:14:07 PM,",1","5,",y,n,n,insemination,,B,J,social
5,2,8:09:17 AM,8:09:59 AM,",0","6,",n,NA,n,insemination,,A,K,social
5,2,8:10:53 AM,,",3","1,",n,NA,y,mount,,D,N,isolated
5,2,8:12:09 AM,8:12:48 AM,",5","9,",y,n,n,insemination,,E,L,social
5,2,8:19:47 AM,,",0","6,",y,n,y,mount,,A,K,social
5,2,9:16:32 AM,,",0","1,",y,y,NA,mount,female pressed against wall,A,N,isolated
5,2,9:30:37 AM,9:30:54 AM,",7","9,",n,NA,y,mount,,G,L,social
5,2,9:34:27 AM,,",0","6,",y,y,NA,mount,,A,K,social
5,2,9:36:50 AM,9:37:20 AM,",8","2,",y,n,n,insemination,,H,O,isolated
5,2,9:42:19 AM,,",0","8,",y,y,NA,mount,,A,P,isolated
5,2,9:43:11 AM,,",8","8,",y,n,y,mount,,H,P,isolated
5,2,9:49:33 AM,,",0","1,",y,y,NA,mount,,A,N,isolated
5,2,9:50:50 AM,,",3","2,",n,NA,y,mount,,D,O,isolated
5,2,9:52:55 AM,,",8","1,",n,NA,y,mount,,H,N,isolated
5,2,10:04:06 AM,10:04:25 AM,",2","2,",n,NA,y,mount,,C,O,isolated
5,2,10:36:58 AM,10:37:15 AM,",7","9,",n,NA,y,mount,,G,L,social
5,2,10:42:50 AM,10:42:54 AM,",5","9,",n,NA,y,mount,,E,L,social
5,2,10:43:25 AM,,",6","5,",y,y,NA,mount,,F,J,social
5,2,10:47:20 AM,,",6","5,",y,y,NA,mount,,F,J,social
5,2,11:29:31 AM,11:30:01 AM,",3","0,",y,n,n,insemination,Not sure if met time requirments may be male abort,D,M,isolated
5,2,11:36:34 AM,,",3","1,",n,NA,y,mount,,D,N,isolated
5,2,11:58:05 AM,,",1","0,",y,n,y,mount,,B,M,isolated
5,2,12:14:54 PM,,",1","6,",y,n,y,mount,,B,K,social
5,2,12:15:18 PM,,",3","6,",y,y,NA,mount,,D,K,social
5,2,12:16:33 PM,,",8","6,",n,NA,y,mount,,H,K,social
5,2,12:20:30 PM,,",8","1,",y,n,y,mount,,H,N,isolated
5,2,12:22:10 PM,,",1","4,",y,y,NA,mount,,B,I,social
5,2,12:26:03 PM,,",3","1,",n,NA,y,mount,,D,N,isolated
5,2,12:30:47 PM,,",1","4,",y,n,y,mount,,B,I,social
5,2,12:39:40 PM,,",2","8,",y,y,NA,mount,,C,P,isolated
5,2,12:39:41 PM,,",0","8,",y,y,NA,mount,,A,P,isolated
5,2,12:48:15 PM,,",2","6,",y,y,NA,mount,,C,K,social
5,2,12:53:00 PM,,",7","1,",y,y,NA,mount,,G,N,isolated
5,2,1:03:34 PM,1:04:35 PM,",8","2,",n,NA,n,insemination,,H,O,isolated
5,2,1:05:05 PM,,",6","2,",y,y,NA,mount,,F,O,isolated
5,2,1:29:19 PM,,",1","1,",n,NA,y,mount,,B,N,isolated
5,2,1:32:13 PM,,",7","9,",y,y,NA,mount,,G,L,social
5,2,2:06:40 PM,,",6","2,",n,NA,n,insemination,,F,O,isolated
5,2,2:11:42 PM,,",8","8,",n,NA,y,mount,,H,P,isolated
5,2,2:17:20 PM,,",6","1,",y,n,y,mount,,F,N,isolated
5,2,2:26:28 PM,,",6","9,",n,NA,y,mount,,F,L,social
6,1,8:01:31 AM,8:02:37 AM,",0","7,",n,NA,n,insemination,,A,N,isolated
6,1,8:08:06 AM,8:08:28 AM,",2","7,",n,NA,n,insemination,,C,N,isolated
6,1,8:14:33 AM,8:15:21 AM,",6","0,",n,NA,n,insemination,,G,M,isolated
6,1,9:06:42 AM,9:07:09 AM,",6","3,",n,NA,n,insemination,,G,J,social
6,1,10:30:19 AM,10:32:20 AM,",4","6,",n,NA,n,insemination,,E,O,isolated
6,1,12:22:09 PM,12:23:09 PM,",7","9,",n,NA,n,insemination,,H,P,isolated
6,1,2:13:33 PM,2:14:17 PM,",4","7,",n,NA,n,insemination,,E,N,isolated
6,1,3:46:04 PM,3:46:39 PM,",0","0,",n,NA,n,insemination,,A,M,isolated
6,1,8:14:12 AM,,",0","8,",n,NA,y,mount,,A,L,social
6,1,8:29:03 AM,,",5","8,",n,NA,y,mount,,F,L,social
6,1,8:31:53 AM,,",2","0,",n,NA,y,mount,,C,M,isolated
6,1,10:06:47 AM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,10:10:08 AM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,11:04:48 AM,,",4","6,",n,NA,y,mount,,E,O,isolated
6,1,11:16:41 AM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,11:19:10 AM,,",4","6,",n,NA,y,mount,,E,O,isolated
6,1,11:31:20 AM,,",4","6,",n,NA,y,mount,,E,O,isolated
6,1,11:47:51 AM,,",4","6,",n,NA,y,mount,,E,O,isolated
6,1,12:00:00 PM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,12:31:47 PM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,12:54:01 PM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,1:13:31 PM,,",4","8,",n,NA,y,mount,,E,L,social
6,1,1:31:49 PM,,",0","6,",n,NA,y,mount,,A,O,isolated
6,1,1:36:17 PM,,",0","4,",n,NA,y,mount,,A,I,social
6,1,1:47:25 PM,,",6","0,",n,NA,y,mount,,G,M,isolated
6,1,1:56:33 PM,,",1","9,",n,NA,y,mount,,B,P,isolated
6,1,3:05:56 PM,,",1","9,",n,NA,y,mount,,B,P,isolated
6,1,3:27:24 PM,,",1","5,",n,NA,y,mount,,B,K,social
6,1,8:30:43 AM,,",6","7,",y,n,y,mount,,G,N,isolated
6,1,11:21:06 AM,,",4","6,",y,n,y,mount,,E,O,isolated
6,1,11:24:37 AM,,",4","6,",y,n,y,mount,,E,O,isolated
6,1,1:07:21 PM,,",4","6,",y,n,y,mount,,E,O,isolated
6,1,1:23:09 PM,,",0","5,",y,n,y,mount,,A,K,social
6,1,1:24:48 PM,,",0","4,",y,n,y,mount,,A,I,social
6,1,1:29:36 PM,,",0","5,",y,n,y,mount,,A,K,social
6,1,1:55:01 PM,,",7","9,",y,n,y,mount,,H,P,isolated
6,1,2:24:53 PM,,",7","7,",y,n,y,mount,,H,N,isolated
6,1,8:07:42 AM,,",3","7,",y,y,NA,mount,,D,N,isolated
6,1,no time,,",6","4,",y,y,NA,mount,,G,I,social
6,1,8:11:21 AM,,",6","4,",y,y,NA,mount,check footage for what happened,G,I,social
6,1,8:35:09 AM,,",1","3,",y,y,NA,mount,get female ID later,B,J,social
6,1,8:45:16 AM,,",4","9,",y,y,NA,mount,,E,P,isolated
6,1,8:51:45 AM,,",1","6,",y,y,NA,mount,,B,O,isolated
6,1,9:00:20 AM,,",5","6,",y,y,NA,mount,,F,O,isolated
6,1,9:14:21 AM,,",7","9,",y,y,NA,mount,,H,P,isolated
6,1,1:44:58 PM,,",1","5,",y,y,NA,mount,,B,K,social
6,1,1:46:50 PM,,",7","7,",y,y,NA,mount,,H,N,isolated
6,1,1:53:38 PM,,",7","4,",y,y,NA,mount,,H,I,social
6,1,2:20:39 PM,,",4","9,",y,y,NA,mount,,E,P,isolated
6,1,2:24:03 PM,,",7","4,",y,y,NA,mount,,H,I,social
6,1,2:44:05 PM,,",7","7,",y,y,NA,mount,,H,N,isolated
6,1,3:47:33 PM,,",7","7,",y,y,NA,mount,,H,N,isolated
6,2,11:01:30 AM,11:02:27 AM,",6","7,",n,NA,n,insemination,,G,N,isolated
6,2,11:39:06 AM,11:39:59 AM,",2","5,",n,NA,n,insemination,,C,K,social
6,2,2:43:19 PM,2:43:57 PM,",0","8,",n,NA,n,insemination,,A,L,social
6,2,3:49:58 PM,3:50:28 PM,",1","8,",n,NA,n,insemination,,B,L,social
6,2,10:36:43 AM,,",6","5,",n,NA,y,mount,,G,K,social
6,2,11:56:19 AM,,",5","8,",n,NA,y,mount,,F,L,social
6,2,12:00:32 PM,,",5","9,",n,NA,y,mount,,F,P,isolated
6,2,12:02:17 PM,,",5","8,",n,NA,y,mount,,F,L,social
6,2,12:04:37 PM,,",5","9,",n,NA,y,mount,,F,P,isolated
6,2,12:09:49 PM,,",5","4,",n,NA,y,mount,,F,I,social
6,2,12:10:07 PM,,",5","4,",n,NA,y,mount,,F,I,social
6,2,12:11:27 PM,,",5","4,",n,NA,y,mount,,F,I,social
6,2,12:12:45 PM,,",5","8,",n,NA,y,mount,,F,L,social
6,2,12:14:19 PM,,",5","6,",n,NA,y,mount,,F,O,isolated
6,2,12:20:41 PM,,",5","4,",n,NA,y,mount,,F,I,social
6,2,12:22:15 PM,,",5","9,",n,NA,y,mount,,F,P,isolated
6,2,12:23:10 PM,,",5","9,",n,NA,y,mount,,F,P,isolated
6,2,12:25:27 PM,,",5","9,",n,NA,y,mount,,F,P,isolated
6,2,12:25:47 PM,,",5","8,",n,NA,y,mount,,F,L,social
6,2,12:27:23 PM,,",5","7,",n,NA,y,mount,,F,N,isolated
6,2,12:36:29 PM,,",5","4,",n,NA,y,mount,,F,I,social
6,2,12:38:20 PM,,",5","9,",n,NA,y,mount,,F,P,isolated
6,2,12:46:18 PM,,",5","7,",n,NA,y,mount,,F,N,isolated
6,2,1:09:04 PM,,",5","5,",n,NA,y,mount,,F,K,social
6,2,2:09:09 PM,,",7","0,",n,NA,y,mount,,H,M,isolated
6,2,2:49:34 PM,,",7","0,",n,NA,y,mount,,H,M,isolated
6,2,9:03:09 AM,9:04:43 AM,",6","5,",y,n,n,insemination,,G,K,social
6,2,11:37:00 AM,11:37:54 AM,",0","5,",y,n,n,insemination,,A,K,social
6,2,10:39:10 AM,,",6","5,",y,n,y,mount,,G,K,social
6,2,11:42:54 AM,,",4","5,",y,n,y,mount,,E,K,social
6,2,12:14:56 PM,,",5","6,",y,n,y,mount,,F,O,isolated
6,2,12:35:57 PM,,",5","5,",y,n,y,mount,,F,K,social
6,2,2:13:48 PM,,",6","9,",y,n,y,mount,,G,P,isolated
6,2,2:34:41 PM,2:35:05 PM,",7","3,",y,n,y,mount,,H,J,social
6,2,3:15:22 PM,3:15:44 PM,",7","5,",y,n,y,mount,,H,K,social
6,2,3:17:22 PM,,",3","8,",y,n,y,mount,,D,L,social
6,2,11:27:00 AM,,",0","5,",y,y,NA,mount,,A,K,social
6,2,11:27:03 AM,,",0","5,",y,y,NA,mount,,A,K,social
6,2,11:38:39 AM,,",4","5,",y,y,NA,mount,,E,K,social
6,2,11:41:30 AM,,",3","5,",y,y,NA,mount,,D,K,social
6,2,12:07:50 PM,,",0","6,",y,y,NA,mount,,A,O,isolated
6,2,12:14:53 PM,,",5","6,",y,y,NA,mount,,F,O,isolated
6,2,12:16:14 PM,,",5","7,",y,y,NA,mount,,F,N,isolated
6,2,12:23:49 PM,,",5","8,",y,y,NA,mount,,F,L,social
6,2,12:38:30 PM,,",5","8,",y,y,NA,mount,,F,L,social
6,2,1:00:48 PM,,",5","4,",y,y,NA,mount,,F,I,social
6,2,2:38:56 PM,,",7","8,",y,y,NA,mount,,H,L,social
6,2,2:41:53 PM,,",7","0,",y,y,NA,mount,,H,M,isolated
6,2,3:18:47 PM,,",3","8,",y,y,NA,mount,,D,L,social
6,2,3:22:09 PM,,",0","7,",y,y,NA,mount,,A,N,isolated
6,2,3:26:33 PM,,",0","8,",y,y,NA,mount,,A,L,social
6,2,3:39:39 PM,,",0","8,",y,y,NA,mount,,A,L,social
6,2,3:44:22 PM,,",6","0,",y,y,NA,mount,,G,M,isolated
